Flow_Duration,Total_Fwd_Packets,Total_Backward_Packets,Total_Length_of_Fwd_Packets,Total_Length_of_Bwd_Packets,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Std,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_Bytes_Sec,Flow_Packets_Sec,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Length,Bwd_Header_Length,Fwd_Packets_Sec,Bwd_Packets_Sec,Min_Packet_Length,Max_Packet_Length,Packet_Length_Mean,Packet_Length_Std,Packet_Length_Variance,FIN_Flag_Count,SYN_Flag_Count,RST_Flag_Count,PSH_Flag_Count,ACK_Flag_Count,URG_Flag_Count,CWE_Flag_Count,ECE_Flag_Count,Down_Up_Ratio,Average_Packet_Size,Avg_Fwd_Segment_Size,Avg_Bwd_Segment_Size,Fwd_Avg_Bytes_Bulk,Fwd_Avg_Packets_Bulk,Fwd_Avg_Bulk_Rate,Bwd_Avg_Bytes_Bulk,Bwd_Avg_Packets_Bulk,Bwd_Avg_Bulk_Rate,Subflow_Fwd_Packets,Subflow_Fwd_Bytes,Subflow_Bwd_Packets,Subflow_Bwd_Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label
270112,8,1,301,0,301,0,37.625,106.4195706,0,0,0,0,1114.352565,33.31951191,33764,81335.15848,234450,2,251627,35946.71429,87598.57162,234450,2,0,0,0,0,0,0,0,0,0,232,40,29.61734392,3.70216799,0,301,30.1,95.18455757,9060.1,0,1,0,0,0,0,0,0,0,33.44444444,37.625,0,0,0,0,0,0,0,8,301,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
3185711,8,1,364,0,364,0,45.5,128.6934342,0,0,0,0,114.2602075,2.825115021,398213.875,1053324.5,3002920,2161,182791,26113,46079.79831,129940,2161,0,0,0,0,0,0,0,0,0,324,40,2.511213352,0.313901669,0,364,36.4,115.1069068,13249.6,0,1,0,0,0,0,0,0,0,40.44444444,45.5,0,0,0,0,0,0,0,8,364,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
71267086,8,1,409,0,409,0,51.125,144.6033368,0,0,0,0,5.738974651,0.126285506,8908385.75,24800000,70400000,1,70600000,10100000,26600000,70400000,1,0,0,0,0,0,0,0,0,0,288,20,0.112253783,0.014031723,0,409,40.9,129.3371563,16728.1,0,0,1,0,0,0,0,0,0,45.44444444,51.125,0,0,0,0,0,0,0,8,409,1,0,-1,0,1,0,710514,0,710514,710514,70400000,0,70400000,70400000,1
16822,5,1,0,0,0,0,0,0,0,0,0,0,0,356.6757817,3364.4,3177.9261,6526,3,10822,2705.5,3251.35218,6526,3,0,0,0,0,0,0,0,0,0,100,44,297.2298181,59.44596362,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,-1,334,0,0,0,0,0,0,0,0,0,0,1
47121908,7,1,199,0,168,0,28.42857143,62.03186585,0,0,0,0,4.223088759,0.169772412,6731701.143,15458256.75,41564011,4,47120800,7853466.667,16618635.2,41564011,4,0,0,0,0,0,0,0,0,0,248,40,0.148550861,0.021221552,0,168,22.11111111,55.16440076,3043.111111,0,1,0,0,0,0,0,0,0,24.875,28.42857143,0,0,0,0,0,0,0,7,199,1,0,-1,29200,3,0,2061,0,2061,2061,41564011,0,41564011,41564011,1
53146099,7,1,208,0,168,0,29.71428571,61.43482803,0,0,0,0,3.913739746,0.150528452,7592299.857,10215717.09,25086074,4,53144824,8857470.667,10572962.23,25086074,4,0,0,0,0,0,0,0,0,0,224,40,0.131712395,0.018816056,0,168,23.11111111,54.79380541,3002.361111,0,1,0,0,0,0,0,0,0,26,29.71428571,0,0,0,0,0,0,0,7,208,1,0,-1,29200,4,0,20990,25365.33445,38926,3054,17701373,6695111.468,25086074,12028073,1
84910365,16,1,663,0,344,0,41.4375,113.3207652,0,0,0,0,7.808234012,0.200211129,5306897.813,20100000,80500000,3,84900000,5659961.467,20700000,80500000,3,0,0,0,0,0,0,0,0,0,560,40,0.188434003,0.011777125,0,344,36.83333333,107.28645,11510.38235,0,1,0,0,0,0,0,0,0,39,41.4375,0,0,0,0,0,0,0,16,663,1,0,-1,29200,2,0,191934,0,191934,191934,80500000,0,80500000,80500000,1
3589947,6,1,364,0,364,0,60.66666667,148.6023777,0,0,0,0,101.3942546,1.949889511,598324.5,1047304.874,2573120,4,2584373,516874.6,1149479.763,2573120,4,0,0,0,0,0,0,0,0,0,224,40,1.671333866,0.278555644,0,364,45.5,128.6934342,16562,0,1,0,0,0,0,0,0,0,52,60.66666667,0,0,0,0,0,0,0,6,364,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
46241569,8,1,399,0,189,0,49.875,79.91680942,0,0,0,0,8.628599951,0.194630074,5780196.125,8720578.532,24359122,8,46240515,6605787.857,9075330.425,24359122,8,0,0,0,0,0,0,0,0,0,256,40,0.17300451,0.021625564,0,189,39.9,73.55036068,5409.655556,0,1,0,0,0,0,0,0,0,44.33333333,49.875,0,0,0,0,0,0,0,8,399,1,0,-1,29200,5,0,1430443.5,1969755.541,2823271,37616,14460227.33,9094597.539,24359122,6474233,1
208327,4,1,359,0,359,0,89.75,179.5,0,0,0,0,1723.252387,24.00072962,52081.75,79931.95227,171195,7,192968,64322.66667,93191.3904,171195,7,0,0,0,0,0,0,0,0,0,140,40,19.2005837,4.800145924,0,359,59.83333333,146.5611363,21480.16667,0,1,0,0,0,0,0,0,0,71.8,89.75,0,0,0,0,0,0,0,4,359,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
42860876,7,1,210,0,168,0,30,61.32699243,0,0,0,0,4.899573215,0.186650408,6122982.286,9988966.673,23835755,4,42859267,7143211.167,10535277.11,23835755,4,0,0,0,0,0,0,0,0,0,224,40,0.163319107,0.023331301,0,168,23.33333333,54.73344499,2995.75,0,1,0,0,0,0,0,0,0,26.25,30,0,0,0,0,0,0,0,7,210,1,0,-1,29200,4,0,2845,0,2845,2845,20418481,4832755.237,23835755,17001207,1
440823,5,1,358,0,358,0,71.6,160.1024672,0,0,0,0,812.1173351,13.61090506,88164.6,120846.9771,250851,651,189972,47493,91891.94117,185318,651,0,0,0,0,0,0,0,0,0,196,40,11.34242088,2.268484176,0,358,51.14285714,135.3112813,18309.14286,0,1,0,0,0,0,0,0,0,59.66666667,71.6,0,0,0,0,0,0,0,5,358,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
3004654,2,1,0,0,0,0,0,0,0,0,0,0,0,0.99845107,1502327,709877.2256,2004286,1000368,2004286,2004286,0,2004286,2004286,0,0,0,0,0,0,0,0,0,80,40,0.665634046,0.332817023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,29200,0,0,0,0,0,0,0,0,0,0,1
72641442,9,1,241,0,168,0,26.77777778,53.54152075,0,0,0,0,3.317665417,0.137662465,8071271.333,13398264.21,33015682,7,72640576,9080072,13953161.43,33015682,7,0,0,0,0,0,0,0,0,0,288,40,0.123896219,0.013766247,0,168,21.90909091,49.09878725,2410.690909,0,1,0,0,0,0,0,0,0,24.1,26.77777778,0,0,0,0,0,0,0,9,241,1,0,-1,29200,6,0,150167.3333,97335.23668,206901,37776,24063646.67,11940576.72,33015682,10506155,1
2284,1,1,0,0,0,0,0,0,0,0,0,0,0,875.6567426,2284,0,2284,2284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,437.8283713,437.8283713,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
42591203,25,1,1859,0,385,0,74.36,151.9659721,0,0,0,0,43.64751097,0.610454699,1703648.12,5530305.917,20100000,1,42600000,1774134.25,5637767.937,20100000,1,0,0,0,0,0,0,0,0,0,836,40,0.586975672,0.023479027,0,385,68.85185185,147.346714,21711.05413,0,1,0,0,0,0,0,0,0,71.5,74.36,0,0,0,0,0,0,0,25,1859,1,0,-1,29200,5,0,619432.5,337283.5707,857928,380937,20100000,103335.8779,20100000,20000000,1
160962,6,1,286,0,286,0,47.66666667,116.7590111,0,0,0,0,1776.816888,43.48852524,26827,53285.20317,134775,1,149845,29969,58949.97766,134775,1,0,0,0,0,0,0,0,0,0,228,40,37.27587878,6.212646463,0,286,35.75,101.1162697,10224.5,0,1,0,0,0,0,0,0,0,40.85714286,47.66666667,0,0,0,0,0,0,0,6,286,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
44922260,8,1,210,0,168,0,26.25,57.75997131,0,0,0,0,4.674742544,0.200346109,5615282.5,9098681.264,24883030,1015,43923745,6274820.714,9618926.902,24883030,1015,0,0,0,0,0,0,0,0,0,264,40,0.17808543,0.022260679,0,168,21,52.12804747,2717.333333,0,1,0,0,0,0,0,0,0,23.33333333,26.25,0,0,0,0,0,0,0,8,210,1,0,-1,29200,4,0,520087,693670.3381,1010586,29588,14627362,9717922.267,24883030,5555676,1
9579775,6,1,718,0,359,0,119.6666667,185.3868028,0,0,0,0,74.94956823,0.730706097,1596629.167,2633574.037,6396609,1019,6575071,1315014.2,2841625.914,6396609,1019,0,0,0,0,0,0,0,0,0,200,40,0.626319512,0.104386585,0,359,89.75,166.1847079,27617.35714,0,1,0,0,0,0,0,0,0,102.5714286,119.6666667,0,0,0,0,0,0,0,6,718,1,0,-1,29200,2,0,3011764,0,3011764,3011764,6396609,0,6396609,6396609,1
1991129,8,1,322,0,322,0,40.25,113.8441918,0,0,0,0,161.7172971,4.520048676,248891.125,529465.8995,1536793,2,1981706,283100.8571,562257.629,1536793,2,0,0,0,0,0,0,0,0,0,328,40,4.017821045,0.502227631,0,322,32.2,101.8253407,10368.4,0,1,0,0,0,0,0,0,0,35.77777778,40.25,0,0,0,0,0,0,0,8,322,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
45070122,8,1,210,0,168,0,26.25,57.75997131,0,0,0,0,4.65940607,0.199688832,5633765.25,9482678.431,25027931,362,45068981,6438425.857,9943084.068,25027931,362,0,0,0,0,0,0,0,0,0,268,40,0.177501184,0.022187648,0,168,21,52.12804747,2717.333333,0,1,0,0,0,0,0,0,0,23.33333333,26.25,0,0,0,0,0,0,0,8,210,1,0,-1,29200,4,0,2860,0,2860,2860,20384110,6567354.639,25027931,15740289,1
535433,5,1,297,0,297,0,59.4,132.8224379,0,0,0,0,554.6912499,11.20588384,107086.6,226960.5827,513053,2174,525385,131346.25,254475.809,513053,2174,0,0,0,0,0,0,0,0,0,196,40,9.33823653,1.867647306,0,297,42.42857143,112.2554485,12601.28571,0,1,0,0,0,0,0,0,0,49.5,59.4,0,0,0,0,0,0,0,5,297,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
82275290,10,1,348,0,348,0,34.8,110.0472626,0,0,0,0,4.229702502,0.133697493,8227529,25300000,80200000,2,82300000,9140850.889,26700000,80200000,2,0,0,0,0,0,0,0,0,0,312,20,0.121543175,0.012154318,0,348,29,100.4589468,10092,0,0,1,0,0,0,0,0,0,31.63636364,34.8,0,0,0,0,0,0,0,10,348,1,0,-1,0,1,0,7632,0,7632,7632,80200000,0,80200000,80200000,1
1194338,9,1,342,0,342,0,38,114,0,0,0,0,286.3510999,8.37283918,132704.2222,329468.4466,998146,3,196192,24524,60689.49546,174468,3,0,0,0,0,0,0,0,0,0,356,40,7.535555262,0.837283918,0,342,31.09090909,103.1168798,10633.09091,0,1,0,0,0,0,0,0,0,34.2,38,0,0,0,0,0,0,0,9,342,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
165757,6,1,340,0,340,0,56.66666667,138.8044188,0,0,0,0,2051.195425,42.23049404,27626.16667,61016.34978,152077,6,162622,32524.4,66886.45978,152077,6,0,0,0,0,0,0,0,0,0,180,40,36.19756632,6.032927719,0,340,42.5,120.2081528,14450,0,1,0,0,0,0,0,0,0,48.57142857,56.66666667,0,0,0,0,0,0,0,6,340,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
58544717,7,1,200,0,168,0,28.57142857,62.0103678,0,0,0,0,3.416192105,0.136647684,8363531,15060207.66,39563792,5,58543747,9757291.167,15995444.97,39563792,5,0,0,0,0,0,0,0,0,0,248,40,0.119566724,0.017080961,0,168,22.22222222,55.16062404,3042.694444,0,1,0,0,0,0,0,0,0,25,28.57142857,0,0,0,0,0,0,0,7,200,1,0,-1,29200,3,0,1120918.5,1582244.054,2239734,2103,28151440,16139502.98,39563792,16739088,1
163970,4,1,363,0,363,0,90.75,181.5,0,0,0,0,2213.819601,30.49338294,40992.5,67826.84836,142603,2761,152843,50947.66667,79410.89332,142603,2761,0,0,0,0,0,0,0,0,0,128,40,24.39470635,6.098676587,0,363,60.5,148.1941294,21961.5,0,1,0,0,0,0,0,0,0,72.6,90.75,0,0,0,0,0,0,0,4,363,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
94335430,13,1,968,0,187,0,74.46153846,89.78921185,0,0,0,0,10.26125603,0.148406595,7256571.538,9365334.434,30324500,4,94334508,7861209,9513064.61,30324500,4,0,0,0,0,0,0,0,0,0,416,40,0.137806124,0.010600471,0,187,64.53333333,87.15984222,7596.838095,0,1,0,0,0,0,0,0,0,69.14285714,74.46153846,0,0,0,0,0,0,0,13,968,1,0,-1,29200,9,0,1791740,2532344.545,3582378,1102,14830084.17,8977827.94,30324500,6760053,1
1202881,6,1,289,0,289,0,48.16666667,117.9837559,0,0,0,0,240.2565175,5.819362015,200480.1667,397372.8542,998573,4,204308,40861.6,79346.26857,181964,4,0,0,0,0,0,0,0,0,0,200,40,4.988024584,0.831337431,0,289,36.125,102.1769299,10440.125,0,1,0,0,0,0,0,0,0,41.28571429,48.16666667,0,0,0,0,0,0,0,6,289,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
183311,11,1,307,0,307,0,27.90909091,92.56398279,0,0,0,0,1674.749469,65.46251998,16664.63636,44657.71367,150143,1,163411,16341.1,47059.77236,150143,1,0,0,0,0,0,0,0,0,0,444,40,60.00730998,5.455209998,0,307,23.61538462,85.14648012,7249.923077,0,1,0,0,0,0,0,0,0,25.58333333,27.90909091,0,0,0,0,0,0,0,11,307,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
55111374,7,1,211,0,168,0,30.14285714,61.3009749,0,0,0,0,3.828610769,0.145160598,7873053.429,13637825.78,36093954,3,55110550,9185091.667,14447429.46,36093954,3,0,0,0,0,0,0,0,0,0,224,40,0.127015523,0.018145075,0,168,23.44444444,54.72684696,2995.027778,0,1,0,0,0,0,0,0,0,26.375,30.14285714,0,0,0,0,0,0,0,7,211,1,0,-1,29200,4,0,1870552,2643053.425,3739473,1631,25685135,14720293,36093954,15276316,1
105183930,17,1,1038,0,346,0,61.05882353,135.9616079,0,0,0,0,9.86842762,0.171128803,6187290,23800000,98400000,3,105000000,6572932.125,24500000,98400000,3,0,0,0,0,0,0,0,0,0,548,40,0.161621647,0.009507156,0,346,54.63157895,129.6234763,16802.24561,0,1,0,0,0,0,0,0,0,57.66666667,61.05882353,0,0,0,0,0,0,0,17,1038,1,0,-1,29200,3,0,731233,407490.0816,1019372,443094,51800000,66000000,98400000,5085488,1
3237080,9,1,336,0,336,0,37.33333333,112,0,0,0,0,103.7972494,3.08920385,359675.5556,696416.6133,2001536,3,2239287,279910.875,699170.497,2001536,3,0,0,0,0,0,0,0,0,0,280,40,2.780283465,0.308920385,0,336,30.54545455,101.3078118,10263.27273,0,1,0,0,0,0,0,0,0,33.6,37.33333333,0,0,0,0,0,0,0,9,336,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
71185702,9,1,222,0,168,0,24.66666667,54.25863987,0,0,0,0,3.118603789,0.140477648,7909522.444,15606979.25,39470991,4,71184731,8898091.375,16380559.37,39470991,4,0,0,0,0,0,0,0,0,0,300,40,0.126429883,0.014047765,0,168,20.18181818,49.54557131,2454.763636,0,1,0,0,0,0,0,0,0,22.2,24.66666667,0,0,0,0,0,0,0,9,222,1,0,-1,29200,5,0,418227,588437.2927,834315,2139,35174624,6075980.48,39470991,30878257,1
220272,9,1,319,0,319,0,35.44444444,106.3333333,0,0,0,0,1448.209486,45.3984165,24474.66667,64459.17344,196056,1,208207,26025.875,68729.93787,196056,1,0,0,0,0,0,0,0,0,0,288,40,40.85857485,4.53984165,0,319,29,96.18211892,9251,0,1,0,0,0,0,0,0,0,31.9,35.44444444,0,0,0,0,0,0,0,9,319,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
238147,4,1,339,0,339,0,84.75,169.5,0,0,0,0,1423.490533,20.99543559,59536.75,89361.166,193274,8316,229831,76610.33333,101138.9317,193274,13666,0,0,0,0,0,0,0,0,0,128,40,16.79634847,4.199087118,0,339,56.5,138.3961705,19153.5,0,1,0,0,0,0,0,0,0,67.8,84.75,0,0,0,0,0,0,0,4,339,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
97505166,8,1,370,0,370,0,46.25,130.8147545,0,0,0,0,3.794670736,0.092302802,12200000,34400000,97200000,3,97500000,13900000,36700000,97200000,3,0,0,0,0,0,0,0,0,0,288,20,0.082046935,0.010255867,0,370,37,117.0042734,13690,0,0,1,0,0,0,0,0,0,41.11111111,46.25,0,0,0,0,0,0,0,8,370,1,0,-1,0,1,0,15769,0,15769,15769,97200000,0,97200000,97200000,1
178172,7,1,315,0,315,0,45,119.058809,0,0,0,0,1767.954561,44.90043329,25453.14286,60659.41648,162432,1,163076,27179.33333,66260.45583,162432,1,0,0,0,0,0,0,0,0,0,288,40,39.28787913,5.612554161,0,315,35,105,11025,0,1,0,0,0,0,0,0,0,39.375,45,0,0,0,0,0,0,0,7,315,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
64136035,21,1,1074,0,364,0,51.14285714,128.4096125,0,0,0,0,16.74565632,0.343020893,3054096.905,12900000,59400000,2,63100000,3156025,13300000,59400000,2,0,0,0,0,0,0,0,0,0,784,40,0.327429034,0.015591859,0,364,46.69565217,123.3171944,15207.13043,0,1,0,0,0,0,0,0,0,48.81818182,51.14285714,0,0,0,0,0,0,0,21,1074,1,0,-1,29200,3,0,1285939,0,1285939,1285939,59400000,0,59400000,59400000,1
183989,4,1,317,0,317,0,79.25,158.5,0,0,0,0,1722.929088,27.17553767,45997.25,76707.5623,160634,2970,166895,55631.66667,90934.82976,160634,2970,0,0,0,0,0,0,0,0,0,140,40,21.74043013,5.435107534,0,317,52.83333333,129.4147081,16748.16667,0,1,0,0,0,0,0,0,0,63.4,79.25,0,0,0,0,0,0,0,4,317,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
306806,11,1,354,0,354,0,32.18181818,106.735016,0,0,0,0,1153.823589,39.11266403,27891.45455,74091.86019,250723,3,288463,28846.3,78028.30482,250723,3,0,0,0,0,0,0,0,0,0,364,40,35.85327536,3.259388669,0,354,27.23076923,98.18193473,9639.692308,0,1,0,0,0,0,0,0,0,29.5,32.18181818,0,0,0,0,0,0,0,11,354,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
3266656,8,1,365,0,365,0,45.625,129.0469876,0,0,0,0,111.7350587,2.755111037,408332,733034.8879,2011709,3,2268689,324098.4286,748781.7364,2011709,3,0,0,0,0,0,0,0,0,0,272,40,2.448987589,0.306123449,0,365,36.5,115.4231346,13322.5,0,1,0,0,0,0,0,0,0,40.55555556,45.625,0,0,0,0,0,0,0,8,365,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
446665,15,1,724,0,362,0,48.26666667,127.3754106,0,0,0,0,1620.901571,35.82102918,29777.66667,75477.06249,220723,2,441687,31549.07143,78002.0038,220723,2,0,0,0,0,0,0,0,0,0,516,40,33.58221486,2.238814324,0,362,42.58823529,120.2222207,14453.38235,0,1,0,0,0,0,0,0,0,45.25,48.26666667,0,0,0,0,0,0,0,15,724,1,0,-1,29200,2,0,0,0,0,0,0,0,0,0,1
110926138,12,1,680,0,340,0,56.66666667,132.3448205,0,0,0,0,6.130205308,0.117195101,9243844.833,29100000,102000000,2,111000000,10100000,30400000,102000000,2,0,0,0,0,0,0,0,0,0,376,20,0.108180094,0.009015008,0,340,48.57142857,123.4664167,15243.95604,0,0,1,0,0,0,0,0,0,52.30769231,56.66666667,0,0,0,0,0,0,0,12,680,1,0,-1,0,2,0,2024805.5,2849410.518,4039643,9968,53300000,68200000,102000000,5092206,1
830052,7,1,340,0,340,0,48.57142857,128.5079208,0,0,0,0,409.6128917,9.637950393,118578.8571,139438.0218,288631,5031,818588,136431.3333,143716.3271,288631,5031,0,0,0,0,0,0,0,0,0,256,40,8.433206594,1.204743799,0,340,37.77777778,113.3333333,12844.44444,0,1,0,0,0,0,0,0,0,42.5,48.57142857,0,0,0,0,0,0,0,7,340,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
40894316,10,1,405,0,405,0,40.5,128.0722452,0,0,0,0,9.90357682,0.268986037,4089431.6,12500000,39600000,2,40900000,4543811.889,13200000,39600000,2,0,0,0,0,0,0,0,0,0,312,20,0.244532761,0.024453276,0,405,33.75,116.9134295,13668.75,0,0,1,0,0,0,0,0,0,36.81818182,40.5,0,0,0,0,0,0,0,10,405,1,0,-1,0,1,0,24229,0,24229,24229,39600000,0,39600000,39600000,1
117674570,15,1,643,0,335,0,42.86666667,113.2398634,0,0,0,0,5.464222219,0.135968205,7844971.333,30300000,117000000,2,118000000,8404058.429,31300000,117000000,2,0,0,0,0,0,0,0,0,0,512,40,0.127470192,0.008498013,0,335,37.82352941,106.8785732,11423.02941,0,1,0,0,0,0,0,0,0,40.1875,42.86666667,0,0,0,0,0,0,0,15,643,1,0,-1,29200,2,0,242369,0,242369,242369,117000000,0,117000000,117000000,1
82085800,10,1,586,0,188,0,58.6,85.12370084,0,0,0,0,7.138871766,0.134006125,8208580,13704023.6,34919693,38,82084590,9120510,14209842.09,34919693,38,0,0,0,0,0,0,0,0,0,344,40,0.12182375,0.012182375,0,188,48.83333333,80.30491136,6448.878788,0,1,0,0,0,0,0,0,0,53.27272727,58.6,0,0,0,0,0,0,0,10,586,1,0,-1,29200,6,0,4444188,2283803.582,6059081,2829295,24399141.33,16612291.63,34919693,5247979,1
3619953,4,1,389,0,389,0,97.25,194.5,0,0,0,0,107.4599587,1.381233403,904988.25,1409341.844,3007568,16764,612385,204128.3333,179273.2957,374033,16764,0,0,0,0,0,0,0,0,0,124,40,1.104986722,0.276246681,0,389,64.83333333,158.808585,25220.16667,0,1,0,0,0,0,0,0,0,77.8,97.25,0,0,0,0,0,0,0,4,389,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
812120,4,1,351,0,351,0,87.75,175.5,0,0,0,0,432.2021376,6.156725607,203030,388108.3038,785152,3530,803409,267803,448072.3536,785152,3530,0,0,0,0,0,0,0,0,0,128,40,4.925380486,1.231345121,0,351,58.5,143.29515,20533.5,0,1,0,0,0,0,0,0,0,70.2,87.75,0,0,0,0,0,0,0,4,351,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
40902264,13,1,335,0,335,0,25.76923077,92.91228287,0,0,0,0,8.190255679,0.342279342,3146328,11100000,40000000,2,40900000,3408206.583,11500000,40000000,2,0,0,0,0,0,0,0,0,0,460,20,0.317830817,0.024448524,0,335,22.33333333,86.49662807,7481.666667,0,0,1,0,0,0,0,0,0,23.92857143,25.76923077,0,0,0,0,0,0,0,13,335,1,0,-1,0,1,0,681081,0,681081,681081,40000000,0,40000000,40000000,1
5013,3,1,0,0,0,0,0,0,0,0,0,0,0,797.925394,1671,2348.977863,4358,7,4365,2182.5,3076.621605,4358,7,0,0,0,0,0,0,0,0,0,60,20,598.4440455,199.4813485,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
79092922,19,1,599,0,321,0,31.52631579,94.70443403,0,0,0,0,7.573370472,0.252867128,4162785.368,12400000,39400000,1,79100000,4393347.056,12700000,39400000,1,0,0,0,0,0,0,0,0,0,660,20,0.240223771,0.012643356,0,321,28.52380952,90.343577,8161.961905,0,0,1,0,0,0,0,0,0,29.95,31.52631579,0,0,0,0,0,0,0,19,599,1,0,-1,0,2,0,129673.5,165453.7944,246667,12680,39300000,108954.5484,39400000,39200000,1
51413562,7,1,211,0,168,0,30.14285714,61.3009749,0,0,0,0,4.103975523,0.155600968,7344794.571,10486774.63,27378034,553,51411853,8568642.167,10926361.96,27378034,553,0,0,0,0,0,0,0,0,0,224,40,0.136150847,0.019450121,0,168,23.44444444,54.72684696,2995.027778,0,1,0,0,0,0,0,0,0,26.375,30.14285714,0,0,0,0,0,0,0,7,211,1,0,-1,29200,4,0,20317.5,24199.31537,37429,3206,17124309,8880580.558,27378034,11894715,1
64354623,10,1,379,0,168,0,37.9,68.93386525,0,0,0,0,5.889242798,0.170927891,6435462.3,9681505.497,22626325,644,63358405,7039822.778,10066723,22626325,644,0,0,0,0,0,0,0,0,0,336,40,0.155388992,0.015538899,0,168,31.58333333,64.07447135,4105.537879,0,1,0,0,0,0,0,0,0,34.45454545,37.9,0,0,0,0,0,0,0,10,379,1,0,-1,29200,5,0,1620203,2240166.609,3204240,36166,20371405.67,1962500.912,22626325,19049231,1
3226897,7,1,362,0,362,0,51.71428571,136.8231392,0,0,0,0,112.1820746,2.47916187,460985.2857,772611.8673,2003299,4,2217543,369590.5,803834.3482,2003299,4,0,0,0,0,0,0,0,0,0,264,40,2.169266636,0.309895234,0,362,40.22222222,120.6666667,14560.44444,0,1,0,0,0,0,0,0,0,45.25,51.71428571,0,0,0,0,0,0,0,7,362,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,1
48751449,4,1,330,0,330,0,82.5,165,0,0,0,0,6.769029573,0.102561054,12200000,19500000,41000000,10523,48700000,16200000,21700000,41000000,261025,0,0,0,0,0,0,0,0,0,136,20,0.082048843,0.020512211,0,330,55,134.7219359,18150,0,0,1,0,0,0,0,0,0,66,82.5,0,0,0,0,0,0,0,4,330,1,0,-1,0,1,0,10523,0,10523,10523,41000000,0,41000000,41000000,1
40244995,10,1,660,0,333,0,66,139.1474039,0,0,0,0,16.39955478,0.273325913,4024499.5,12600000,39800000,2,40200000,4470579,13300000,39800000,2,0,0,0,0,0,0,0,0,0,340,40,0.248478103,0.02484781,0,333,55,128.4586952,16501.63636,0,1,0,0,0,0,0,0,0,60,66,0,0,0,0,0,0,0,10,660,1,0,-1,29200,2,0,243137,0,243137,243137,39800000,0,39800000,39800000,1
74928173,7,1,209,0,168,0,29.85714286,61.37977021,0,0,0,0,2.789337997,0.106768919,10704024.71,14749461.35,33393991,4,74926563,12487760.5,15307826.1,33393991,4,0,0,0,0,0,0,0,0,0,224,40,0.093422804,0.013346115,0,168,23.22222222,54.76261904,2998.944444,0,1,0,0,0,0,0,0,0,26.125,29.85714286,0,0,0,0,0,0,0,7,209,1,0,-1,29200,4,0,19655,23026.22522,35937,3373,24962954.33,10905597.45,33393991,12646802,1
